comment_text,original_line,clean_text,sentiment,confidence,topic,emotions,neutral,surprise,sadness,joy,fear,anger,disgust,neutral_linguistic,surprise_linguistic,sadness_linguistic,joy_linguistic,fear_linguistic,anger_linguistic,disgust_linguistic,neutral_sentence_count,surprise_sentence_count,sadness_sentence_count,joy_sentence_count,fear_sentence_count,anger_sentence_count,disgust_sentence_count,dominant_emotion
Admin work passed to teachers are taking up quite a lot of time.,734,admin work passed teachers taking quite lot time,negative,0.5575687885284424,0,"{'neutral': 0.31988200545310974, 'sadness': 0.2767623960971832, 'disgust': 0.1682872623205185, 'anger': 0.1128905788064003, 'surprise': 0.09563129395246506, 'fear': 0.01615290902554989, 'joy': 0.010393533855676651}",0.31988200545310974,0.09563129395246506,0.2767623960971832,0.010393533855676651,0.01615290902554989,0.1128905788064003,0.1682872623205185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"My education was fully in government school in a ‘sekolah prestasi tinggi’ (high performing school). Only students with 5As from UPSR could enter. We had a small student to teacher ratio (1:20), the best teachers from the surrounding area, good funding - all the makes of a good education system. I got straight A1 in my SPM, and so did many of my classmates. Many of us went on to get scholarships to study abroad in medicine, engineering, business, law, etc. I reckon this is proof that the Malaysian education system can work well if given the right conditions, but I also realise that this is an exception rather than the norm. How do we replicate this successful model to the rest of the country?",736,education fully government school sekolah prestasi tinggi high performing school students upsr could enter small student teacher ratio best teachers surrounding area good funding makes good education system got straight spm many classmates many went get scholarships study abroad medicine engineering business law etc reckon proof malaysian education system work well given right conditions also realise exception rather norm replicate successful model rest country,positive,0.6459721624851227,0,"{'joy': 0.9176167249679565, 'surprise': 0.04460838809609413, 'neutral': 0.024876605719327927, 'anger': 0.006463422439992428, 'sadness': 0.0048270015977323055, 'fear': 0.0011151781072840095, 'disgust': 0.0004927404806949198, 'joy_linguistic': 1.0, 'neutral_linguistic': 2.0, 'joy_sentence_count': 1, 'neutral_sentence_count': 1}",0.024876605719327927,0.04460838809609413,0.0048270015977323055,0.9176167249679565,0.0011151781072840095,0.006463422439992428,0.0004927404806949198,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,joy
"Race Based School. 
SJKC, SJKT. 
We have to follow Singapore, Thailand, and Indonesia",737,race based school sjkc sjkt follow singapore thailand indonesia,neutral,0.9090321660041809,0,"{'neutral': 0.6750796437263489, 'joy': 0.13081328570842743, 'surprise': 0.12827646732330322, 'sadness': 0.056976187974214554, 'anger': 0.004136953502893448, 'fear': 0.004017088562250137, 'disgust': 0.0007003972423262894, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.6750796437263489,0.12827646732330322,0.056976187974214554,0.13081328570842743,0.004017088562250137,0.004136953502893448,0.0007003972423262894,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sadness
"Fadhlina Sidek should absolutely be blamed. Yes the rot didn’t happen under her watch, but we don’t see ANY solutions from the PH administration besides non sequiturs like black shoes and Palestine week. And she dismissed parents’ concerns with “Jangan bising, Jangan usik”. Absolute rubbish.",738,fadhlina sidek absolutely blamed yes rot didnt happen watch dont see solutions administration besides non sequiturs like black shoes palestine week dismissed parents concerns jangan bising jangan usik absolute rubbish,negative,0.9292381405830383,0,"{'sadness': 0.7910163998603821, 'anger': 0.08743280917406082, 'neutral': 0.0605563260614872, 'surprise': 0.04254811257123947, 'joy': 0.012589425779879093, 'fear': 0.0031086839735507965, 'disgust': 0.0027482390869408846, 'love_linguistic': 1.2, 'neutral_linguistic': 1.2, 'love_sentence_count': 1, 'neutral_sentence_count': 1}",0.0605563260614872,0.04254811257123947,0.7910163998603821,0.012589425779879093,0.0031086839735507965,0.08743280917406082,0.0027482390869408846,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
Malaysia is a racist country with ethnic Malay islamic supremacy laws/education,742,malaysia racist country ethnic malay islamic supremacy lawseducation,negative,0.9131417870521545,0,"{'anger': 0.8976214528083801, 'neutral': 0.04004118964076042, 'disgust': 0.0373491533100605, 'fear': 0.012933066114783287, 'sadness': 0.006585790775716305, 'surprise': 0.00406200485303998, 'joy': 0.0014073160709813237}",0.04004118964076042,0.00406200485303998,0.006585790775716305,0.0014073160709813237,0.012933066114783287,0.8976214528083801,0.0373491533100605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger
You should state correctly that it is The state run school's and not ot private or Chinese schools,743,state correctly state run schools private chinese schools,neutral,0.8490592837333679,0,"{'neutral': 0.803778886795044, 'surprise': 0.1013459712266922, 'joy': 0.06750348955392838, 'sadness': 0.01711280457675457, 'anger': 0.006116763688623905, 'fear': 0.002148133236914873, 'disgust': 0.0019939520861953497}",0.803778886795044,0.1013459712266922,0.01711280457675457,0.06750348955392838,0.002148133236914873,0.006116763688623905,0.0019939520861953497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"Agreed that teacher need to be reward by diff merit based scale salary instead of fixed income, these will cause many underqualified ppl to become teacher just becoz of stable income but no passion in teaching. Sad to say I got a few Uni mates working as teacher just for the sake of the above reason and waiting for pension scheme later.",744,agreed teacher need reward diff merit based scale salary instead fixed income cause many underqualified ppl become teacher becoz stable income passion teaching sad say got uni mates working teacher sake reason waiting pension scheme later,negative,0.6470786333084106,0,"{'sadness': 0.9519777297973633, 'surprise': 0.021251341328024864, 'joy': 0.016457296907901764, 'anger': 0.0046308645978569984, 'neutral': 0.004263102076947689, 'fear': 0.0009816301753744483, 'disgust': 0.00043802455184049904, 'sadness_linguistic': 1.0, 'love_linguistic': 1.0, 'sadness_sentence_count': 1, 'love_sentence_count': 1}",0.004263102076947689,0.021251341328024864,0.9519777297973633,0.016457296907901764,0.0009816301753744483,0.0046308645978569984,0.00043802455184049904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sadness
"It's much worse when the students aren't reminded of the importance of these exams.....PT3 and UPSR existed to get a better assessment on children and giving them options that suits their abilities. Nowadays, students especially form 2s dont care about writing the right answer, and some straight-up wrote racist answers influenced by political propaganda trends on tiktok....This is what plummeted our education standards all because of that Radzi Jidin aka. Nobita's headmaster. Its deeply concerning, and they can't just make stupid experimental policies which CHANGES based on administration its sooooo dumb and waste of resources",745,much worse students arent reminded importance examspt upsr existed get better assessment children giving options suits abilities nowadays students especially form dont care writing right answer straightup wrote racist answers influenced political propaganda trends tiktokthis plummeted education standards radzi jidin aka nobitas headmaster deeply concerning cant make stupid experimental policies changes based administration sooooo dumb waste resources,negative,0.865507960319519,-1,"{'anger': 0.4776940643787384, 'sadness': 0.47629696130752563, 'disgust': 0.020367387682199478, 'surprise': 0.00824732892215252, 'neutral': 0.007193256635218859, 'joy': 0.006504453253000975, 'fear': 0.0036966002080589533, 'love_linguistic': 3.5999999999999996, 'love_sentence_count': 1}",0.007193256635218859,0.00824732892215252,0.47629696130752563,0.006504453253000975,0.0036966002080589533,0.4776940643787384,0.020367387682199478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger
"true true! batch '06 here and I took upsr and sadly pt3 was abolished. With upsr , I'm able to somehow continue and understand f1-2 better and without pt3 I was suffering in f4/5 but too late dy spm started already for me so I can only fix and move forward ~",746,true true batch took upsr sadly abolished upsr able somehow continue understand better without suffering late spm started already fix move forward,neutral,0.45569416880607605,0,"{'sadness': 0.927442193031311, 'surprise': 0.04540535435080528, 'neutral': 0.015208084136247635, 'joy': 0.008168156258761883, 'fear': 0.0016206561122089624, 'anger': 0.0015647333348169923, 'disgust': 0.0005908283637836576, 'sadness_linguistic': 1.25, 'sadness_sentence_count': 1, 'neutral_sentence_count': 1}",0.015208084136247635,0.04540535435080528,0.927442193031311,0.008168156258761883,0.0016206561122089624,0.0015647333348169923,0.0005908283637836576,0.0,0.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,sadness
"Malaysian schools should cultivate the habit of retaining students, at least when pt3 and upsr are removed. instead of making them move forward and do national exams without being prepared.",747,malaysian schools cultivate habit retaining students least upsr removed instead making move forward national exams without prepared,neutral,0.7770460247993469,-1,"{'neutral': 0.7578424215316772, 'anger': 0.10079441219568253, 'disgust': 0.08139168471097946, 'sadness': 0.029388347640633583, 'surprise': 0.019864041358232498, 'joy': 0.007311008870601654, 'fear': 0.0034080881159752607}",0.7578424215316772,0.019864041358232498,0.029388347640633583,0.007311008870601654,0.0034080881159752607,0.10079441219568253,0.08139168471097946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"..... one of the first batches .....  When you say one of.... it means there are two or more and you are picking one.  So,  one of the houses, one of the the cars, one of the groups, etc.",748,one first batches say one means two picking one one houses one cars one groups etc,neutral,0.9069666266441345,0,"{'neutral': 0.850922703742981, 'surprise': 0.10091950744390488, 'joy': 0.01965595968067646, 'anger': 0.014957098290324211, 'sadness': 0.007014370057731867, 'disgust': 0.004341561812907457, 'fear': 0.0021887519396841526, 'anger_linguistic': 1.0, 'anger_sentence_count': 1}",0.850922703742981,0.10091950744390488,0.007014370057731867,0.01965595968067646,0.0021887519396841526,0.014957098290324211,0.004341561812907457,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neutral
@…  it really doesnt matter,749,really doesnt matter,neutral,0.569233238697052,2,"{'neutral': 0.6379954814910889, 'disgust': 0.10337269306182861, 'anger': 0.09740080684423447, 'surprise': 0.0963035523891449, 'sadness': 0.03542131558060646, 'joy': 0.01615159772336483, 'fear': 0.013354595750570297, 'neutral_linguistic': 1.2, 'neutral_sentence_count': 1}",0.6379954814910889,0.0963035523891449,0.03542131558060646,0.01615159772336483,0.013354595750570297,0.09740080684423447,0.10337269306182861,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
Goodluck for you sis! Pray for us batch 06 o7,750,goodluck sis pray batch,positive,0.9729517698287964,0,"{'joy': 0.4314361810684204, 'neutral': 0.3082626163959503, 'surprise': 0.19914986193180084, 'sadness': 0.05289962515234947, 'anger': 0.005219755694270134, 'disgust': 0.0018316443311050534, 'fear': 0.0012003170559182763}",0.3082626163959503,0.19914986193180084,0.05289962515234947,0.4314361810684204,0.0012003170559182763,0.005219755694270134,0.0018316443311050534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy
"We 99 as the OG of PBS and PT3 seeing 04 saying they are 1 of the first batch is weird as hell. Aside from the joke, social media do play a big roles on people across all ages but the ""sebab boleh dik"" thing i think i can agree on them a portion of it. The answer for me can be view as ""thinking outside of the box"" < this phase i literally listen it the whole time in PBS and PT3 time but the problem with that answer is the student use that as a joke even in exam... The rude behaviour is really quite questioning for me and it getting worse, the batch older than my batch is literally the fighting club, the younger batch than my batch is getting better then all the sudden the even younger one is 1 hell of the rude club. All these different behaviour got me wondering what makes those thing happen",751,pbs seeing saying first batch weird hell aside joke social media play big roles people across ages sebab boleh dik thing think agree portion answer view thinking outside box phase literally listen whole time pbs time problem answer student use joke even exam rude behaviour really quite questioning getting worse batch older batch literally fighting club younger batch batch getting better sudden even younger one hell rude club different behaviour got wondering makes thing happen,neutral,0.6990625560283661,0,"{'anger': 0.8870822191238403, 'surprise': 0.05530942231416702, 'neutral': 0.024319348856806755, 'disgust': 0.017713172361254692, 'fear': 0.008577820844948292, 'joy': 0.004240821581333876, 'sadness': 0.0027571823447942734, 'anger_linguistic': 1.2, 'surprise_linguistic': 3.5999999999999996, 'neutral_linguistic': 1.2, 'anger_sentence_count': 1, 'surprise_sentence_count': 1, 'neutral_sentence_count': 1}",0.024319348856806755,0.05530942231416702,0.0027571823447942734,0.004240821581333876,0.008577820844948292,0.8870822191238403,0.017713172361254692,1.2,3.5999999999999996,0.0,0.0,0.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,surprise
"@…  Not necessarily, the phrase is in fact grammatically correct.",752,necessarily phrase fact grammatically correct,neutral,0.6795932054519653,0,"{'neutral': 0.9032130837440491, 'anger': 0.03864505887031555, 'joy': 0.020782534033060074, 'disgust': 0.01682700775563717, 'fear': 0.008741868659853935, 'surprise': 0.00816937256604433, 'sadness': 0.003621054580435157}",0.9032130837440491,0.00816937256604433,0.003621054580435157,0.020782534033060074,0.008741868659853935,0.03864505887031555,0.01682700775563717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
'Sebab boleh dik' for me such a dumbass excuse. Really annoyed,753,sebab boleh dik dumbass excuse really annoyed,negative,0.9439719915390015,-1,"{'anger': 0.7974390983581543, 'neutral': 0.08848080784082413, 'sadness': 0.0527888722717762, 'disgust': 0.03774372488260269, 'surprise': 0.012714513577520847, 'joy': 0.006742401514202356, 'fear': 0.0040906514041125774, 'anger_linguistic': 1.2, 'neutral_linguistic': 1.2, 'anger_sentence_count': 1, 'neutral_sentence_count': 1}",0.08848080784082413,0.012714513577520847,0.0527888722717762,0.006742401514202356,0.0040906514041125774,0.7974390983581543,0.03774372488260269,1.2,0.0,0.0,0.0,0.0,1.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,anger
Acknowledge UEC as that provides all the talent. Thanks.,754,acknowledge uec provides talent thanks,positive,0.7024718523025513,3,"{'neutral': 0.6934532523155212, 'joy': 0.21303369104862213, 'surprise': 0.07037864625453949, 'sadness': 0.014204186387360096, 'anger': 0.0054151625372469425, 'fear': 0.002130851848050952, 'disgust': 0.0013842165935784578}",0.6934532523155212,0.07037864625453949,0.014204186387360096,0.21303369104862213,0.002130851848050952,0.0054151625372469425,0.0013842165935784578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"I think we really need to indoctrinate pupils with being a failure if they do not pass any major exams, I still remember how afraid I was if I don't perform well during my SPM. Ended up, I tried very hard to pass the exam and surprisingly I scored some of the subjects, got into the University and graduated to work as a software engineer now.",755,think really need indoctrinate pupils failure pass major exams still remember afraid dont perform well spm ended tried hard pass exam surprisingly scored subjects got university graduated work software engineer,negative,0.6645801663398743,0,"{'surprise': 0.5777726173400879, 'fear': 0.36231714487075806, 'joy': 0.02097800187766552, 'sadness': 0.020095793530344963, 'neutral': 0.010330711491405964, 'anger': 0.00797250121831894, 'disgust': 0.0005331639549694955, 'fear_linguistic': 1.2, 'surprise_linguistic': 1.2, 'neutral_linguistic': 1.2, 'fear_sentence_count': 1, 'surprise_sentence_count': 1, 'neutral_sentence_count': 1}",0.010330711491405964,0.5777726173400879,0.020095793530344963,0.02097800187766552,0.36231714487075806,0.00797250121831894,0.0005331639549694955,1.2,1.2,0.0,0.0,1.2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,surprise
"Useless when you go overseas. You will be working as office girl. Sorry to say that but that is the facts. Malaysian educations system, I really do not know what you people are learning these days.",756,useless overseas working office girl sorry say facts malaysian educations system really know people learning days,negative,0.9070585370063782,0,"{'sadness': 0.9219068884849548, 'surprise': 0.024720430374145508, 'neutral': 0.021243538707494736, 'anger': 0.01558080967515707, 'disgust': 0.010912004858255386, 'fear': 0.003140305634588003, 'joy': 0.0024959719739854336, 'sadness_linguistic': 1.2, 'neutral_linguistic': 1.2, 'sadness_sentence_count': 1, 'neutral_sentence_count': 1}",0.021243538707494736,0.024720430374145508,0.9219068884849548,0.0024959719739854336,0.003140305634588003,0.01558080967515707,0.010912004858255386,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,sadness
​ @…  you misunderstood her. She's basically saying she's one of the students from the first batch of 04.,757,misunderstood shes basically saying shes one students first batch,neutral,0.6393468976020813,-1,"{'surprise': 0.7442871928215027, 'neutral': 0.19127051532268524, 'anger': 0.03790454566478729, 'disgust': 0.009856860153377056, 'sadness': 0.007424414623528719, 'fear': 0.007037420757114887, 'joy': 0.002219073474407196, 'neutral_linguistic': 1.0, 'neutral_sentence_count': 1}",0.19127051532268524,0.7442871928215027,0.007424414623528719,0.002219073474407196,0.007037420757114887,0.03790454566478729,0.009856860153377056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"TESL STUDENT HERE AS WELL, I’ve been keeping myself to be updated on the ongoing issue of the education system nowadays, and the youngsters behaviors. its upsetting to see this kind of behavior and swept under the rug.",758,tesl student well ive keeping updated ongoing issue education system nowadays youngsters behaviors upsetting see kind behavior swept rug,negative,0.7897933125495911,0,"{'sadness': 0.7187768220901489, 'anger': 0.19534793496131897, 'surprise': 0.042205363512039185, 'joy': 0.01791282184422016, 'fear': 0.014581816270947456, 'neutral': 0.008420298807322979, 'disgust': 0.0027548852376639843, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.008420298807322979,0.042205363512039185,0.7187768220901489,0.01791282184422016,0.014581816270947456,0.19534793496131897,0.0027548852376639843,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sadness
"Good for you and good for the country, as rich people said.. Keep them poor keep them working 9 to 5 😂😂😂",759,good good country rich people said keep poor keep working,positive,0.44901418685913086,0,"{'joy': 0.6861392259597778, 'neutral': 0.22258886694908142, 'sadness': 0.03314686194062233, 'anger': 0.03167945146560669, 'surprise': 0.018440237268805504, 'disgust': 0.007221629843115807, 'fear': 0.0007837617886252701}",0.22258886694908142,0.018440237268805504,0.03314686194062233,0.6861392259597778,0.0007837617886252701,0.03167945146560669,0.007221629843115807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy
"I agree, but religious classes can be important for those who aspire to become a religious teacher in the future, the knowledge is crucial knowing that malaysia is a ""majority muslim"" country (Not a muslim country). But its pitiful how even PSV and RBT subjects in school are useless. PSV is taught by a teacher who cant do art, and English is taught by a teacher who can't speak a full sentence of English in class. embarassing. this is not implied to every teachers, but most of them are like this",760,agree religious classes important aspire become religious teacher future knowledge crucial knowing malaysia majority muslim country muslim country pitiful even psv rbt subjects school useless psv taught teacher cant art english taught teacher cant speak full sentence english class embarassing implied every teachers like,neutral,0.5894901156425476,0,"{'sadness': 0.9860154390335083, 'joy': 0.006099149584770203, 'neutral': 0.002349641639739275, 'anger': 0.00185024191159755, 'surprise': 0.0017970978515222669, 'fear': 0.0015721215168014169, 'disgust': 0.00031635406776331365}",0.002349641639739275,0.0017970978515222669,0.9860154390335083,0.006099149584770203,0.0015721215168014169,0.00185024191159755,0.00031635406776331365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sadness
"@…  Education is one thing, the other things are those not in education profession becomes the current leaders.  Do you trust them making the right judgement in subjects they aren't familiar with?  Promoting them based on race and not based on qualification certainly is questionable. Imagine building a bridge millions depends on to drive or walk every day, or going to a medical doctor and their first word they utter is ""Bismillahir Rahmanir Raheem"", I'll probably be the first to walk out the door. ;-)",761,education one thing things education profession becomes current leaders trust making right judgement subjects arent familiar promoting based race based qualification certainly questionable imagine building bridge millions depends drive walk every day going medical doctor first word utter bismillahir rahmanir raheem ill probably first walk door,neutral,0.5348791480064392,-1,"{'fear': 0.7158668041229248, 'neutral': 0.14662140607833862, 'surprise': 0.06507043540477753, 'joy': 0.041421905159950256, 'anger': 0.019330058246850967, 'sadness': 0.00846631359308958, 'disgust': 0.0032230322249233723, 'neutral_linguistic': 2.0, 'neutral_sentence_count': 1}",0.14662140607833862,0.06507043540477753,0.00846631359308958,0.041421905159950256,0.7158668041229248,0.019330058246850967,0.0032230322249233723,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"​​ @…  Nah, nothing wrong with uttering bismillah. It basically just means ""in the name of Allah"". Yeah but malaysia can definitely improve in choosing their leaders. Although its actually impossible cause corruption in malaysia is inevitable. however, Religion isnt the problem. I give u an instance, dr nisha graduated from Madrasah wak tanjong in Singapore. And now she is a yale postdoctoral researcher. there are lots of madrasah alumni who graduated and entered a good University. It's always about the education and clearly malaysia isnt the best at handling it",762,nah nothing wrong uttering bismillah basically means name allah yeah malaysia definitely improve choosing leaders although actually impossible cause corruption malaysia inevitable however religion isnt problem give instance nisha graduated madrasah wak tanjong singapore yale postdoctoral researcher lots madrasah alumni graduated entered good university always education clearly malaysia isnt best handling,neutral,0.7530775368213654,0,"{'joy': 0.39217761158943176, 'neutral': 0.2265900820493698, 'sadness': 0.14772528409957886, 'anger': 0.12471901625394821, 'surprise': 0.09723830968141556, 'disgust': 0.008720316924154758, 'fear': 0.0028294147923588753, 'anger_linguistic': 2.0, 'sadness_linguistic': 2.5, 'anger_sentence_count': 1, 'neutral_sentence_count': 1}",0.2265900820493698,0.09723830968141556,0.14772528409957886,0.39217761158943176,0.0028294147923588753,0.12471901625394821,0.008720316924154758,0.0,0.0,2.5,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,sadness
You are lucky. There were many more with straight As in UPSR but not given the opportunity. If not Malaysia would have produced a lot more talented professionals.,764,lucky many straight upsr given opportunity malaysia would produced lot talented professionals,positive,0.6892469525337219,-1,"{'joy': 0.8188412189483643, 'surprise': 0.11031222343444824, 'neutral': 0.05013071745634079, 'sadness': 0.01668570190668106, 'anger': 0.002763480879366398, 'disgust': 0.0006412240909412503, 'fear': 0.0006255466141737998}",0.05013071745634079,0.11031222343444824,0.01668570190668106,0.8188412189483643,0.0006255466141737998,0.002763480879366398,0.0006412240909412503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy
This PISA never had a test on this type of school.  They only focusing on the rural school to conduct those test.,765,pisa never test type school focusing rural school conduct test,negative,0.7044070363044739,0,"{'neutral': 0.7025160193443298, 'surprise': 0.13084618747234344, 'sadness': 0.07122720777988434, 'fear': 0.04480529949069023, 'anger': 0.03650312498211861, 'disgust': 0.008556250482797623, 'joy': 0.005545946769416332}",0.7025160193443298,0.13084618747234344,0.07122720777988434,0.005545946769416332,0.04480529949069023,0.03650312498211861,0.008556250482797623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"If u are Bumi, which would u prefer more?

a) better education, better future, equal chance to all races

b) Bumi s right protected, quota, education quality as 2nd priority",766,bumi would prefer better education better future equal chance races bumi right protected quota education quality priority,neutral,0.5089719891548157,-1,"{'neutral': 0.7020591497421265, 'joy': 0.1418798714876175, 'sadness': 0.06745017319917679, 'surprise': 0.0546727180480957, 'anger': 0.0221023540943861, 'disgust': 0.007293707691133022, 'fear': 0.004542001523077488}",0.7020591497421265,0.0546727180480957,0.06745017319917679,0.1418798714876175,0.004542001523077488,0.0221023540943861,0.007293707691133022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"Mahathir the root cause of our low education, we were left with a very good education by the British and mathatir destroy it",767,mahathir root cause low education left good education british mathatir destroy,negative,0.8907128572463989,-1,"{'sadness': 0.5191622972488403, 'anger': 0.42305028438568115, 'neutral': 0.016349906101822853, 'surprise': 0.015802035108208656, 'fear': 0.011580908671021461, 'joy': 0.008653323166072369, 'disgust': 0.00540121179074049, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.016349906101822853,0.015802035108208656,0.5191622972488403,0.008653323166072369,0.011580908671021461,0.42305028438568115,0.00540121179074049,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sadness
"To quote a writer ""They want workers, not thinkers/leaders"". The rich and political leaders knew all along our education system is fked up and only serve to produce workers, that's why they send their kids to private schools or abroad.",768,quote writer want workers thinkersleaders rich political leaders knew along education system fked serve produce workers thats send kids private schools abroad,negative,0.800342321395874,0,"{'neutral': 0.49716463685035706, 'surprise': 0.26937970519065857, 'joy': 0.10802814364433289, 'anger': 0.09342776238918304, 'sadness': 0.02473226562142372, 'disgust': 0.003656357992440462, 'fear': 0.0036111418157815933}",0.49716463685035706,0.26937970519065857,0.02473226562142372,0.10802814364433289,0.0036111418157815933,0.09342776238918304,0.003656357992440462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"Why do you get your panties in a bunch over some rank made by foreign entities with their imagined 'standards'. Who cares if they rank us low, it's our own journey to correct it and make it work. If you really love the Scandinavian model then go there and live it. Stop complaining and come support our kids.",769,get panties bunch rank made foreign entities imagined standards cares rank low journey correct make work really love scandinavian model live stop complaining come support kids,negative,0.6993371248245239,0,"{'anger': 0.5624012351036072, 'neutral': 0.26520249247550964, 'sadness': 0.0691361054778099, 'joy': 0.05748138576745987, 'surprise': 0.03925582021474838, 'disgust': 0.004876018036156893, 'fear': 0.001646991353482008, 'joy_linguistic': 1.2, 'sadness_linguistic': 1.2, 'anger_linguistic': 1.2, 'love_linguistic': 2.4, 'neutral_linguistic': 1.2, 'joy_sentence_count': 1, 'sadness_sentence_count': 1, 'anger_sentence_count': 1, 'love_sentence_count': 1, 'neutral_sentence_count': 1}",0.26520249247550964,0.03925582021474838,0.0691361054778099,0.05748138576745987,0.001646991353482008,0.5624012351036072,0.004876018036156893,1.2,0.0,1.2,1.2,0.0,1.2,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,anger
"I still remember there was a time whereby our government keep changing the languages used on STEM subjects to suit their need politic agenda. From English format to BM format and then back and forth for nearly 3 or 4 times. Changing to BM format for STEM subjects purpose was to give a perception to the public so that they (government) are seem favorable and patriotic. But in the student perspectives, its neither patriotic nor suitable for their future. These MOE leadership are the failure of our Malaysian students. They should never bring politic agenda into the school education system. Period. Why should the students suffer for their future when the leaders of this country cares not with the new generation's education?",770,still remember time whereby government keep changing languages used stem subjects suit need politic agenda english format format back forth nearly times changing format stem subjects purpose give perception public government seem favorable patriotic student perspectives neither patriotic suitable future moe leadership failure malaysian students never bring politic agenda school education system period students suffer future leaders country cares new generations education,negative,0.7302915751934052,-1,"{'sadness': 0.7498339414596558, 'joy': 0.15693575143814087, 'surprise': 0.03676449880003929, 'neutral': 0.035618603229522705, 'anger': 0.017139356583356857, 'fear': 0.0020733678247779608, 'disgust': 0.0016345172189176083, 'neutral_linguistic': 0.5, 'love_sentence_count': 1}",0.035618603229522705,0.03676449880003929,0.7498339414596558,0.15693575143814087,0.0020733678247779608,0.017139356583356857,0.0016345172189176083,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sadness
